seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
655,-1,20,kOmegaSST.correct,enter,19448973259,40000000000,24834343603
656,-1,20,kOmegaSST.afterGradients,point,21147677123,40000000000,24834343603
657,-1,20,kOmegaSST.omegaEqn.before,point,21151844627,40000000000,24834343603
658,-1,20,PDE.solveImpl.beforeAssemble,point,21151844627,40000000000,24834343603
659,-1,20,PDE.solveImpl.afterAssemble,point,21151844627,40000000000,24834343603
660,-1,20,PDE.solveImpl.beforeSolve,point,21151844627,40000000000,24834343603
661,-1,20,PDE.solveImpl.afterSolve,point,21151844627,40000000000,24834343603
662,-1,20,kOmegaSST.omegaEqn.after,point,21151844627,40000000000,24834343603
663,-1,20,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
664,-1,20,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
665,-1,20,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
666,-1,20,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
667,-1,20,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
668,-1,20,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
669,-1,20,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
670,20,20,after-turb,point,19448973259,40000000000,24834343603
671,20,20,timeStep,exit,19448973259,40000000000,24834343603
672,21,21,timeStep,enter,19448973259,40000000000,24834343603
673,21,21,step-start,point,19448973259,40000000000,24834343603
674,21,21,momentumSolve,enter,19448973259,40000000000,24834343603
675,-1,21,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
676,-1,21,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
677,-1,21,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
678,-1,21,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
679,21,21,momentumSolve,exit,19448973259,40000000000,24834343603
680,21,21,after-UEqn,point,19448973259,40000000000,24834343603
681,21,21,pEqn,enter,21494524955,40000000000,24834343603
682,-1,21,PDE.solveImpl.beforeAssemble,point,21494524955,40000000000,24834343603
683,-1,21,PDE.solveImpl.afterAssemble,point,21494524955,40000000000,24834343603
684,-1,21,PDE.solveImpl.beforeSolve,point,21494524955,40000000000,24834343603
685,-1,21,PDE.solveImpl.afterSolve,point,21494524955,40000000000,24834343603
686,21,21,pEqn,exit,21494524955,40000000000,24834343603
687,21,21,after-pEqn,point,19448973259,40000000000,24834343603
688,-1,21,kOmegaSST.correct,enter,19448973259,40000000000,24834343603
689,-1,21,kOmegaSST.afterGradients,point,21147677123,40000000000,24834343603
690,-1,21,kOmegaSST.omegaEqn.before,point,21151844627,40000000000,24834343603
691,-1,21,PDE.solveImpl.beforeAssemble,point,21151844627,40000000000,24834343603
692,-1,21,PDE.solveImpl.afterAssemble,point,21151844627,40000000000,24834343603
693,-1,21,PDE.solveImpl.beforeSolve,point,21151844627,40000000000,24834343603
694,-1,21,PDE.solveImpl.afterSolve,point,21151844627,40000000000,24834343603
695,-1,21,kOmegaSST.omegaEqn.after,point,21151844627,40000000000,24834343603
696,-1,21,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
697,-1,21,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
698,-1,21,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
699,-1,21,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
700,-1,21,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
701,-1,21,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
702,-1,21,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
703,21,21,after-turb,point,19448973259,40000000000,24834343603
704,21,21,timeStep,exit,19448973259,40000000000,24834343603
705,22,22,timeStep,enter,19448973259,40000000000,24834343603
706,22,22,step-start,point,19448973259,40000000000,24834343603
707,22,22,momentumSolve,enter,19448973259,40000000000,24834343603
708,-1,22,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
709,-1,22,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
710,-1,22,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
711,-1,22,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
712,22,22,momentumSolve,exit,19448973259,40000000000,24834343603
713,22,22,after-UEqn,point,19448973259,40000000000,24834343603
714,22,22,pEqn,enter,21494524955,40000000000,24834343603
